game_number,name,space,color,turns,winner,player_number
28,PLAYER 1,9548,green,377,0,1
28,PLAYER 2,9474,red,377,0,2
28,PLAYER 3,10016,yellow,377,1,3
28,PLAYER 4,9611,blue,376,0,4
29,PLAYER 1,9960,green,382,0,1
29,PLAYER 2,9906,red,382,0,2
29,PLAYER 3,10002,yellow,382,1,3
29,PLAYER 4,9984,blue,381,0,4
30,PLAYER 1,9536,green,379,0,1
30,PLAYER 2,10021,red,379,1,2
30,PLAYER 3,9624,yellow,378,0,3
30,PLAYER 4,9649,blue,378,0,4
31,PLAYER 1,9834,green,386,0,1
31,PLAYER 2,10000,red,386,1,2
31,PLAYER 3,9849,yellow,385,0,3
31,PLAYER 4,9882,blue,385,0,4
32,PLAYER 1,9792,green,384,0,1
32,PLAYER 2,10011,red,384,1,2
32,PLAYER 3,9600,yellow,383,0,3
32,PLAYER 4,9828,blue,383,0,4
33,PLAYER 1,9988,green,385,0,1
33,PLAYER 2,10011,red,385,1,2
33,PLAYER 3,9871,yellow,384,0,3
33,PLAYER 4,9861,blue,384,0,4
34,PLAYER 1,9871,green,385,0,1
34,PLAYER 2,10028,red,385,1,2
34,PLAYER 3,9679,yellow,384,0,3
34,PLAYER 4,9873,blue,384,0,4
35,PLAYER 1,9898,green,382,0,1
35,PLAYER 2,10016,red,382,1,2
35,PLAYER 3,9983,yellow,381,0,3
35,PLAYER 4,9628,blue,381,0,4
36,PLAYER 1,9626,green,373,0,1
36,PLAYER 2,9753,red,373,0,2
36,PLAYER 3,10011,yellow,373,1,3
36,PLAYER 4,9417,blue,372,0,4
37,PLAYER 1,9874,green,382,0,1
37,PLAYER 2,9828,red,382,0,2
37,PLAYER 3,10013,yellow,382,1,3
37,PLAYER 4,9705,blue,381,0,4
38,PLAYER 1,9822,green,388,0,1
38,PLAYER 2,9643,red,388,0,2
38,PLAYER 3,9756,yellow,388,0,3
38,PLAYER 4,10000,blue,388,1,4
39,PLAYER 1,10002,green,378,1,1
39,PLAYER 2,9831,red,377,0,2
39,PLAYER 3,9926,yellow,377,0,3
39,PLAYER 4,9747,blue,377,0,4
40,PLAYER 1,9905,green,380,0,1
40,PLAYER 2,9596,red,380,0,2
40,PLAYER 3,9561,yellow,380,0,3
40,PLAYER 4,10019,blue,380,1,4
41,PLAYER 1,9716,green,380,0,1
41,PLAYER 2,9725,red,380,0,2
41,PLAYER 3,10007,yellow,380,1,3
41,PLAYER 4,9754,blue,379,0,4
42,PLAYER 1,9589,green,378,0,1
42,PLAYER 2,9716,red,378,0,2
42,PLAYER 3,10000,yellow,378,1,3
42,PLAYER 4,9569,blue,377,0,4
43,PLAYER 1,10008,green,387,1,1
43,PLAYER 2,9587,red,386,0,2
43,PLAYER 3,9841,yellow,386,0,3
43,PLAYER 4,9857,blue,386,0,4
44,PLAYER 1,9087,green,369,0,1
44,PLAYER 2,10005,red,369,1,2
44,PLAYER 3,9492,yellow,368,0,3
44,PLAYER 4,9391,blue,368,0,4
45,PLAYER 1,9877,green,385,0,1
45,PLAYER 2,10000,red,385,1,2
45,PLAYER 3,9897,yellow,384,0,3
45,PLAYER 4,9864,blue,384,0,4
46,PLAYER 1,9694,green,377,0,1
46,PLAYER 2,9753,red,377,0,2
46,PLAYER 3,10009,yellow,377,1,3
46,PLAYER 4,9602,blue,376,0,4
47,PLAYER 1,9766,green,376,0,1
47,PLAYER 2,9512,red,376,0,2
47,PLAYER 3,9790,yellow,376,0,3
47,PLAYER 4,10008,blue,376,1,4
48,PLAYER 1,9739,green,379,0,1
48,PLAYER 2,10008,red,379,1,2
48,PLAYER 3,9614,yellow,378,0,3
48,PLAYER 4,9594,blue,378,0,4
49,PLAYER 1,9974,green,384,0,1
49,PLAYER 2,9811,red,384,0,2
49,PLAYER 3,9996,yellow,384,0,3
49,PLAYER 4,10001,blue,384,1,4
50,PLAYER 1,9742,green,391,0,1
50,PLAYER 2,9716,red,391,0,2
50,PLAYER 3,9935,yellow,391,0,3
50,PLAYER 4,10010,blue,391,1,4
51,PLAYER 1,9885,green,381,0,1
51,PLAYER 2,10023,red,381,1,2
51,PLAYER 3,9784,yellow,380,0,3
51,PLAYER 4,9857,blue,380,0,4
52,PLAYER 1,9999,green,382,0,1
52,PLAYER 2,10015,red,382,1,2
52,PLAYER 3,9819,yellow,381,0,3
52,PLAYER 4,9861,blue,381,0,4
53,PLAYER 1,9612,green,378,0,1
53,PLAYER 2,9516,red,378,0,2
53,PLAYER 3,10003,yellow,378,1,3
53,PLAYER 4,9993,blue,377,0,4
54,PLAYER 1,9785,green,378,0,1
54,PLAYER 2,9684,red,378,0,2
54,PLAYER 3,10000,yellow,378,1,3
54,PLAYER 4,9686,blue,377,0,4
55,PLAYER 1,9741,green,381,0,1
55,PLAYER 2,9366,red,381,0,2
55,PLAYER 3,9692,yellow,381,0,3
55,PLAYER 4,10007,blue,381,1,4
56,PLAYER 1,9981,green,388,0,1
56,PLAYER 2,10009,red,388,1,2
56,PLAYER 3,9669,yellow,387,0,3
56,PLAYER 4,9988,blue,387,0,4
57,PLAYER 1,9583,green,379,0,1
57,PLAYER 2,10004,red,379,1,2
57,PLAYER 3,9822,yellow,378,0,3
57,PLAYER 4,9529,blue,378,0,4
58,PLAYER 1,9617,green,374,0,1
58,PLAYER 2,10025,red,374,1,2
58,PLAYER 3,9526,yellow,373,0,3
58,PLAYER 4,9872,blue,373,0,4
59,PLAYER 1,10006,green,389,1,1
59,PLAYER 2,9975,red,388,0,2
59,PLAYER 3,9955,yellow,388,0,3
59,PLAYER 4,9929,blue,388,0,4
60,PLAYER 1,9944,green,385,0,1
60,PLAYER 2,9995,red,385,0,2
60,PLAYER 3,9785,yellow,385,0,3
60,PLAYER 4,10007,blue,385,1,4
61,PLAYER 1,10026,green,382,1,1
61,PLAYER 2,9911,red,381,0,2
61,PLAYER 3,9639,yellow,381,0,3
61,PLAYER 4,9956,blue,381,0,4
62,PLAYER 1,10000,green,381,1,1
62,PLAYER 2,9642,red,380,0,2
62,PLAYER 3,9823,yellow,380,0,3
62,PLAYER 4,9807,blue,380,0,4
63,PLAYER 1,9895,green,385,0,1
63,PLAYER 2,10011,red,385,1,2
63,PLAYER 3,9712,yellow,384,0,3
63,PLAYER 4,9738,blue,384,0,4
64,PLAYER 1,10002,green,376,1,1
64,PLAYER 2,9666,red,375,0,2
64,PLAYER 3,9789,yellow,375,0,3
64,PLAYER 4,9596,blue,375,0,4
65,PLAYER 1,9594,green,378,0,1
65,PLAYER 2,9686,red,378,0,2
65,PLAYER 3,9642,yellow,378,0,3
65,PLAYER 4,10007,blue,378,1,4
66,PLAYER 1,9709,green,379,0,1
66,PLAYER 2,9820,red,379,0,2
66,PLAYER 3,10001,yellow,379,1,3
66,PLAYER 4,9849,blue,378,0,4
67,PLAYER 1,9834,green,380,0,1
67,PLAYER 2,10006,red,380,1,2
67,PLAYER 3,9849,yellow,379,0,3
67,PLAYER 4,9910,blue,379,0,4
68,PLAYER 1,9902,green,380,0,1
68,PLAYER 2,9575,red,380,0,2
68,PLAYER 3,10009,yellow,380,1,3
68,PLAYER 4,9458,blue,379,0,4
69,PLAYER 1,9575,green,380,0,1
69,PLAYER 2,9858,red,380,0,2
69,PLAYER 3,10014,yellow,380,1,3
69,PLAYER 4,9770,blue,379,0,4
70,PLAYER 1,10003,green,381,1,1
70,PLAYER 2,9721,red,380,0,2
70,PLAYER 3,9908,yellow,380,0,3
70,PLAYER 4,9965,blue,380,0,4
71,PLAYER 1,9774,green,381,0,1
71,PLAYER 2,9824,red,381,0,2
71,PLAYER 3,9760,yellow,381,0,3
71,PLAYER 4,10011,blue,381,1,4
72,PLAYER 1,9775,green,381,0,1
72,PLAYER 2,9794,red,381,0,2
72,PLAYER 3,9642,yellow,381,0,3
72,PLAYER 4,10007,blue,381,1,4
73,PLAYER 1,9939,green,386,0,1
73,PLAYER 2,9942,red,386,0,2
73,PLAYER 3,10004,yellow,386,1,3
73,PLAYER 4,9973,blue,385,0,4
74,PLAYER 1,9687,green,382,0,1
74,PLAYER 2,9981,red,382,0,2
74,PLAYER 3,10001,yellow,382,1,3
74,PLAYER 4,9869,blue,381,0,4
75,PLAYER 1,10017,green,381,1,1
75,PLAYER 2,9689,red,380,0,2
75,PLAYER 3,9735,yellow,380,0,3
75,PLAYER 4,9910,blue,380,0,4
76,PLAYER 1,9862,green,382,0,1
76,PLAYER 2,9635,red,382,0,2
76,PLAYER 3,9445,yellow,382,0,3
76,PLAYER 4,10011,blue,382,1,4
77,PLAYER 1,10001,green,388,1,1
77,PLAYER 2,9934,red,387,0,2
77,PLAYER 3,9840,yellow,387,0,3
77,PLAYER 4,9877,blue,387,0,4
78,PLAYER 1,9806,green,383,0,1
78,PLAYER 2,9830,red,383,0,2
78,PLAYER 3,10014,yellow,383,1,3
78,PLAYER 4,9658,blue,382,0,4
79,PLAYER 1,9751,green,374,0,1
79,PLAYER 2,9680,red,374,0,2
79,PLAYER 3,9554,yellow,374,0,3
79,PLAYER 4,10006,blue,374,1,4
80,PLAYER 1,9762,green,379,0,1
80,PLAYER 2,9913,red,379,0,2
80,PLAYER 3,10022,yellow,379,1,3
80,PLAYER 4,9631,blue,378,0,4
81,PLAYER 1,9834,green,383,0,1
81,PLAYER 2,10020,red,383,1,2
81,PLAYER 3,9822,yellow,382,0,3
81,PLAYER 4,9921,blue,382,0,4
82,PLAYER 1,9940,green,388,0,1
82,PLAYER 2,10014,red,388,1,2
82,PLAYER 3,9828,yellow,387,0,3
82,PLAYER 4,9746,blue,387,0,4
83,PLAYER 1,9993,green,389,0,1
83,PLAYER 2,9843,red,389,0,2
83,PLAYER 3,10009,yellow,389,1,3
83,PLAYER 4,9972,blue,388,0,4
84,PLAYER 1,10029,green,383,1,1
84,PLAYER 2,9692,red,382,0,2
84,PLAYER 3,9739,yellow,382,0,3
84,PLAYER 4,9788,blue,382,0,4
85,PLAYER 1,9959,green,386,0,1
85,PLAYER 2,10007,red,386,1,2
85,PLAYER 3,9696,yellow,385,0,3
85,PLAYER 4,9991,blue,385,0,4
86,PLAYER 1,10015,green,383,1,1
86,PLAYER 2,9879,red,382,0,2
86,PLAYER 3,9953,yellow,382,0,3
86,PLAYER 4,9622,blue,382,0,4
87,PLAYER 1,9791,green,378,0,1
87,PLAYER 2,9495,red,378,0,2
87,PLAYER 3,10007,yellow,378,1,3
87,PLAYER 4,9673,blue,377,0,4
88,PLAYER 1,10024,green,385,1,1
88,PLAYER 2,9870,red,384,0,2
88,PLAYER 3,9864,yellow,384,0,3
88,PLAYER 4,9702,blue,384,0,4
89,PLAYER 1,9578,green,381,0,1
89,PLAYER 2,10028,red,381,1,2
89,PLAYER 3,9659,yellow,380,0,3
89,PLAYER 4,9668,blue,380,0,4
90,PLAYER 1,9483,green,377,0,1
90,PLAYER 2,9545,red,377,0,2
90,PLAYER 3,9783,yellow,377,0,3
90,PLAYER 4,10003,blue,377,1,4
91,PLAYER 1,10027,green,382,1,1
91,PLAYER 2,9934,red,381,0,2
91,PLAYER 3,9697,yellow,381,0,3
91,PLAYER 4,9946,blue,381,0,4
92,PLAYER 1,9809,green,377,0,1
92,PLAYER 2,9683,red,377,0,2
92,PLAYER 3,9464,yellow,377,0,3
92,PLAYER 4,10007,blue,377,1,4
93,PLAYER 1,9785,green,388,0,1
93,PLAYER 2,10014,red,388,1,2
93,PLAYER 3,9578,yellow,387,0,3
93,PLAYER 4,9987,blue,387,0,4
94,PLAYER 1,10015,green,385,1,1
94,PLAYER 2,9813,red,384,0,2
94,PLAYER 3,9719,yellow,384,0,3
94,PLAYER 4,9810,blue,384,0,4
95,PLAYER 1,9904,green,386,0,1
95,PLAYER 2,10016,red,386,1,2
95,PLAYER 3,9943,yellow,385,0,3
95,PLAYER 4,9791,blue,385,0,4
96,PLAYER 1,9551,green,377,0,1
96,PLAYER 2,9584,red,377,0,2
96,PLAYER 3,9607,yellow,377,0,3
96,PLAYER 4,10007,blue,377,1,4
97,PLAYER 1,10001,green,375,1,1
97,PLAYER 2,9574,red,374,0,2
97,PLAYER 3,9559,yellow,374,0,3
97,PLAYER 4,9394,blue,374,0,4
98,PLAYER 1,9348,green,381,0,1
98,PLAYER 2,9570,red,381,0,2
98,PLAYER 3,10012,yellow,381,1,3
98,PLAYER 4,9661,blue,380,0,4
99,PLAYER 1,10005,green,379,1,1
99,PLAYER 2,9504,red,378,0,2
99,PLAYER 3,9977,yellow,378,0,3
99,PLAYER 4,9746,blue,378,0,4
100,PLAYER 1,10018,green,388,1,1
100,PLAYER 2,9749,red,387,0,2
100,PLAYER 3,9941,yellow,387,0,3
100,PLAYER 4,9950,blue,387,0,4
101,PLAYER 1,9674,green,379,0,1
101,PLAYER 2,9982,red,379,0,2
101,PLAYER 3,9651,yellow,379,0,3
101,PLAYER 4,10004,blue,379,1,4
102,PLAYER 1,9563,green,381,0,1
102,PLAYER 2,10002,red,381,1,2
102,PLAYER 3,9939,yellow,380,0,3
102,PLAYER 4,9747,blue,380,0,4
103,PLAYER 1,9702,green,377,0,1
103,PLAYER 2,9857,red,377,0,2
103,PLAYER 3,9810,yellow,377,0,3
103,PLAYER 4,10006,blue,377,1,4
104,PLAYER 1,9782,green,382,0,1
104,PLAYER 2,10008,red,382,1,2
104,PLAYER 3,9674,yellow,381,0,3
104,PLAYER 4,9637,blue,381,0,4
105,PLAYER 1,9965,green,388,0,1
105,PLAYER 2,10012,red,388,1,2
105,PLAYER 3,9863,yellow,387,0,3
105,PLAYER 4,9943,blue,387,0,4
106,PLAYER 1,9640,green,379,0,1
106,PLAYER 2,9725,red,379,0,2
106,PLAYER 3,10018,yellow,379,1,3
106,PLAYER 4,9822,blue,378,0,4
107,PLAYER 1,9563,green,384,0,1
107,PLAYER 2,9826,red,384,0,2
107,PLAYER 3,9888,yellow,384,0,3
107,PLAYER 4,10008,blue,384,1,4
108,PLAYER 1,9754,green,381,0,1
108,PLAYER 2,9741,red,381,0,2
108,PLAYER 3,9625,yellow,381,0,3
108,PLAYER 4,10004,blue,381,1,4
109,PLAYER 1,9665,green,380,0,1
109,PLAYER 2,10022,red,380,1,2
109,PLAYER 3,9718,yellow,379,0,3
109,PLAYER 4,9784,blue,379,0,4
110,PLAYER 1,9974,green,382,0,1
110,PLAYER 2,9774,red,382,0,2
110,PLAYER 3,9639,yellow,382,0,3
110,PLAYER 4,10000,blue,382,1,4
111,PLAYER 1,9519,green,377,0,1
111,PLAYER 2,9789,red,377,0,2
111,PLAYER 3,9677,yellow,377,0,3
111,PLAYER 4,10005,blue,377,1,4
112,PLAYER 1,9858,green,386,0,1
112,PLAYER 2,9389,red,386,0,2
112,PLAYER 3,10007,yellow,386,1,3
112,PLAYER 4,9968,blue,385,0,4
113,PLAYER 1,9858,green,389,0,1
113,PLAYER 2,10024,red,389,1,2
113,PLAYER 3,9740,yellow,388,0,3
113,PLAYER 4,9810,blue,388,0,4
114,PLAYER 1,9720,green,379,0,1
114,PLAYER 2,9805,red,379,0,2
114,PLAYER 3,10011,yellow,379,1,3
114,PLAYER 4,9940,blue,378,0,4
115,PLAYER 1,9394,green,377,0,1
115,PLAYER 2,9553,red,377,0,2
115,PLAYER 3,9754,yellow,377,0,3
115,PLAYER 4,10013,blue,377,1,4
116,PLAYER 1,9651,green,384,0,1
116,PLAYER 2,9904,red,384,0,2
116,PLAYER 3,9554,yellow,384,0,3
116,PLAYER 4,10017,blue,384,1,4
117,PLAYER 1,10016,green,387,1,1
117,PLAYER 2,9841,red,386,0,2
117,PLAYER 3,9895,yellow,386,0,3
117,PLAYER 4,9911,blue,386,0,4
118,PLAYER 1,9635,green,375,0,1
118,PLAYER 2,9560,red,375,0,2
118,PLAYER 3,9764,yellow,375,0,3
118,PLAYER 4,10000,blue,375,1,4
119,PLAYER 1,9954,green,387,0,1
119,PLAYER 2,10001,red,387,1,2
119,PLAYER 3,9796,yellow,386,0,3
119,PLAYER 4,9721,blue,386,0,4
120,PLAYER 1,10004,green,384,1,1
120,PLAYER 2,9785,red,383,0,2
120,PLAYER 3,9966,yellow,383,0,3
120,PLAYER 4,9564,blue,383,0,4
121,PLAYER 1,9591,green,385,0,1
121,PLAYER 2,9764,red,385,0,2
121,PLAYER 3,10000,yellow,385,1,3
121,PLAYER 4,9940,blue,384,0,4
122,PLAYER 1,9702,green,378,0,1
122,PLAYER 2,9974,red,378,0,2
122,PLAYER 3,10002,yellow,378,1,3
122,PLAYER 4,9565,blue,377,0,4
123,PLAYER 1,9818,green,377,0,1
123,PLAYER 2,9780,red,377,0,2
123,PLAYER 3,10025,yellow,377,1,3
123,PLAYER 4,9531,blue,376,0,4
124,PLAYER 1,10019,green,378,1,1
124,PLAYER 2,9403,red,377,0,2
124,PLAYER 3,9607,yellow,377,0,3
124,PLAYER 4,9696,blue,377,0,4
125,PLAYER 1,10003,green,382,1,1
125,PLAYER 2,9776,red,381,0,2
125,PLAYER 3,9817,yellow,381,0,3
125,PLAYER 4,9479,blue,381,0,4
126,PLAYER 1,9913,green,385,0,1
126,PLAYER 2,10005,red,385,1,2
126,PLAYER 3,9796,yellow,384,0,3
126,PLAYER 4,9807,blue,384,0,4
127,PLAYER 1,9992,green,380,0,1
127,PLAYER 2,9658,red,380,0,2
127,PLAYER 3,10004,yellow,380,1,3
127,PLAYER 4,9550,blue,379,0,4
128,PLAYER 1,10001,green,373,1,1
128,PLAYER 2,9910,red,372,0,2
128,PLAYER 3,9598,yellow,372,0,3
128,PLAYER 4,9532,blue,372,0,4
129,PLAYER 1,9916,green,384,0,1
129,PLAYER 2,9966,red,384,0,2
129,PLAYER 3,10024,yellow,384,1,3
129,PLAYER 4,9938,blue,383,0,4
130,PLAYER 1,9592,green,383,0,1
130,PLAYER 2,10019,red,383,1,2
130,PLAYER 3,9921,yellow,382,0,3
130,PLAYER 4,9700,blue,382,0,4
131,PLAYER 1,10003,green,383,1,1
131,PLAYER 2,9920,red,382,0,2
131,PLAYER 3,9680,yellow,382,0,3
131,PLAYER 4,9655,blue,382,0,4
132,PLAYER 1,9655,green,377,0,1
132,PLAYER 2,10006,red,377,1,2
132,PLAYER 3,9769,yellow,376,0,3
132,PLAYER 4,9527,blue,376,0,4
133,PLAYER 1,10016,green,388,1,1
133,PLAYER 2,9731,red,387,0,2
133,PLAYER 3,9904,yellow,387,0,3
133,PLAYER 4,9874,blue,387,0,4
134,PLAYER 1,10009,green,387,1,1
134,PLAYER 2,9973,red,386,0,2
134,PLAYER 3,9744,yellow,386,0,3
134,PLAYER 4,9941,blue,386,0,4
135,PLAYER 1,9994,green,385,0,1
135,PLAYER 2,9844,red,385,0,2
135,PLAYER 3,9835,yellow,385,0,3
135,PLAYER 4,10016,blue,385,1,4
136,PLAYER 1,9619,green,378,0,1
136,PLAYER 2,9869,red,378,0,2
136,PLAYER 3,10011,yellow,378,1,3
136,PLAYER 4,9538,blue,377,0,4
137,PLAYER 1,9719,green,382,0,1
137,PLAYER 2,9342,red,382,0,2
137,PLAYER 3,9809,yellow,382,0,3
137,PLAYER 4,10012,blue,382,1,4
138,PLAYER 1,10019,green,376,1,1
138,PLAYER 2,9379,red,375,0,2
138,PLAYER 3,9667,yellow,375,0,3
138,PLAYER 4,9577,blue,375,0,4
139,PLAYER 1,9975,green,381,0,1
139,PLAYER 2,10015,red,381,1,2
139,PLAYER 3,9725,yellow,380,0,3
139,PLAYER 4,9608,blue,380,0,4
140,PLAYER 1,10013,green,393,1,1
140,PLAYER 2,9990,red,392,0,2
140,PLAYER 3,9992,yellow,392,0,3
140,PLAYER 4,9898,blue,392,0,4
141,PLAYER 1,9985,green,381,0,1
141,PLAYER 2,9914,red,381,0,2
141,PLAYER 3,10005,yellow,381,1,3
141,PLAYER 4,9748,blue,380,0,4
142,PLAYER 1,9987,green,390,0,1
142,PLAYER 2,10009,red,390,1,2
142,PLAYER 3,9875,yellow,389,0,3
142,PLAYER 4,9768,blue,389,0,4
143,PLAYER 1,9683,green,382,0,1
143,PLAYER 2,9851,red,382,0,2
143,PLAYER 3,9911,yellow,382,0,3
143,PLAYER 4,10001,blue,382,1,4
144,PLAYER 1,9605,green,383,0,1
144,PLAYER 2,10001,red,383,1,2
144,PLAYER 3,9589,yellow,382,0,3
144,PLAYER 4,9839,blue,382,0,4
145,PLAYER 1,9884,green,384,0,1
145,PLAYER 2,9728,red,384,0,2
145,PLAYER 3,9923,yellow,384,0,3
145,PLAYER 4,10023,blue,384,1,4
146,PLAYER 1,9656,green,377,0,1
146,PLAYER 2,10002,red,377,1,2
146,PLAYER 3,9473,yellow,376,0,3
146,PLAYER 4,9796,blue,376,0,4
147,PLAYER 1,9819,green,378,0,1
147,PLAYER 2,9954,red,378,0,2
147,PLAYER 3,9492,yellow,378,0,3
147,PLAYER 4,10005,blue,378,1,4
148,PLAYER 1,9971,green,378,0,1
148,PLAYER 2,9752,red,378,0,2
148,PLAYER 3,10006,yellow,378,1,3
148,PLAYER 4,9770,blue,377,0,4
149,PLAYER 1,10001,green,383,1,1
149,PLAYER 2,9840,red,382,0,2
149,PLAYER 3,9476,yellow,382,0,3
149,PLAYER 4,9996,blue,382,0,4
150,PLAYER 1,9536,green,386,0,1
150,PLAYER 2,9963,red,386,0,2
150,PLAYER 3,9941,yellow,386,0,3
150,PLAYER 4,10001,blue,386,1,4
151,PLAYER 1,10005,green,383,1,1
151,PLAYER 2,9586,red,382,0,2
151,PLAYER 3,9736,yellow,382,0,3
151,PLAYER 4,9546,blue,382,0,4
152,PLAYER 1,9788,green,377,0,1
152,PLAYER 2,9813,red,377,0,2
152,PLAYER 3,10007,yellow,377,1,3
152,PLAYER 4,9674,blue,376,0,4
153,PLAYER 1,9734,green,379,0,1
153,PLAYER 2,10003,red,379,1,2
153,PLAYER 3,9777,yellow,378,0,3
153,PLAYER 4,9583,blue,378,0,4
154,PLAYER 1,10001,green,391,1,1
154,PLAYER 2,9998,red,390,0,2
154,PLAYER 3,9879,yellow,390,0,3
154,PLAYER 4,9993,blue,390,0,4
155,PLAYER 1,9846,green,383,0,1
155,PLAYER 2,9986,red,383,0,2
155,PLAYER 3,9677,yellow,383,0,3
155,PLAYER 4,10001,blue,383,1,4
156,PLAYER 1,9856,green,382,0,1
156,PLAYER 2,10007,red,382,1,2
156,PLAYER 3,9797,yellow,381,0,3
156,PLAYER 4,9924,blue,381,0,4
157,PLAYER 1,9823,green,385,0,1
157,PLAYER 2,10028,red,385,1,2
157,PLAYER 3,9901,yellow,384,0,3
157,PLAYER 4,9629,blue,384,0,4
158,PLAYER 1,10000,green,384,1,1
158,PLAYER 2,9986,red,383,0,2
158,PLAYER 3,9958,yellow,383,0,3
158,PLAYER 4,9685,blue,383,0,4
159,PLAYER 1,10002,green,381,1,1
159,PLAYER 2,9425,red,380,0,2
159,PLAYER 3,9713,yellow,380,0,3
159,PLAYER 4,9697,blue,380,0,4
160,PLAYER 1,10024,green,384,1,1
